Unicode Code Point,Character,Description
0x02d0,ː,MODIFIER LETTER TRIANGULAR COLON
0x02d1,ˑ,MODIFIER LETTER HALF TRIANGULAR COLON
0x02d8,˘,BREVE
0x02d9,˙,DOT ABOVE
0x02da,˚,RING ABOVE
0x02db,˛,OGONEK
0x02dc,˜,SMALL TILDE
0x02dd,˝,DOUBLE ACUTE ACCENT
0x02de,˞,MODIFIER LETTER RHOTIC HOOK
0x02e5,˥,MODIFIER LETTER EXTRA-HIGH TONE BAR
0x02e6,˦,MODIFIER LETTER HIGH TONE BAR
0x02e7,˧,MODIFIER LETTER MID TONE BAR
0x02e8,˨,MODIFIER LETTER LOW TONE BAR
0x02e9,˩,MODIFIER LETTER EXTRA-LOW TONE BAR
0x0300,̀,COMBINING GRAVE ACCENT
0x0301,́,COMBINING ACUTE ACCENT
0x0302,̂,COMBINING CIRCUMFLEX ACCENT
0x0303,̃,COMBINING TILDE
0x0304,̄,COMBINING MACRON
0x0306,̆,COMBINING BREVE
0x0307,̇,COMBINING DOT ABOVE
0x0308,̈,COMBINING DIAERESIS
0x0309,̉,COMBINING HOOK ABOVE
0x030a,̊,COMBINING RING ABOVE
0x030b,̋,COMBINING DOUBLE ACUTE ACCENT
0x030c,̌,COMBINING CARON
0x030f,̏,COMBINING DOUBLE GRAVE ACCENT
0x0318,̘,COMBINING LEFT TACK BELOW
0x0319,̙,COMBINING RIGHT TACK BELOW
0x031a,̚,COMBINING LEFT ANGLE ABOVE
0x031b,̛,COMBINING HORN
0x031c,̜,COMBINING LEFT HALF RING BELOW
0x031d,̝,COMBINING UP TACK BELOW
0x031e,̞,COMBINING DOWN TACK BELOW
0x031f,̟,COMBINING PLUS SIGN BELOW
0x0320,̠,COMBINING MINUS SIGN BELOW
0x0323,̣,COMBINING DOT BELOW
0x0324,̤,COMBINING DIAERESIS BELOW
0x0325,̥,COMBINING RING BELOW
0x0326,̦,COMBINING COMMA BELOW
0x0327,̧,COMBINING CEDILLA
0x0328,̨,COMBINING OGONEK
0x0329,̩,COMBINING VERTICAL LINE BELOW
0x032a,̪,COMBINING BRIDGE BELOW
0x032c,̬,COMBINING CARON BELOW
0x032e,̮,COMBINING BREVE BELOW
0x032f,̯,COMBINING INVERTED BREVE BELOW
0x0330,̰,COMBINING TILDE BELOW
0x0331,̱,COMBINING MACRON BELOW
0x0334,̴,COMBINING TILDE OVERLAY
0x0338,̸,COMBINING LONG SOLIDUS OVERLAY
0x0339,̹,COMBINING RIGHT HALF RING BELOW
0x033a,̺,COMBINING INVERTED BRIDGE BELOW
0x033b,̻,COMBINING SQUARE BELOW
0x033c,̼,COMBINING SEAGULL BELOW
0x033d,̽,COMBINING X ABOVE
0x0361,͡,COMBINING DOUBLE INVERTED BREVE
0x037e,;,GREEK QUESTION MARK
0x0384,΄,GREEK TONOS
0x0385,΅,GREEK DIALYTIKA TONOS
0x0386,Ά,GREEK CAPITAL LETTER ALPHA WITH TONOS
0x0387,·,GREEK ANO TELEIA
0x0388,Έ,GREEK CAPITAL LETTER EPSILON WITH TONOS
0x0389,Ή,GREEK CAPITAL LETTER ETA WITH TONOS
0x038a,Ί,GREEK CAPITAL LETTER IOTA WITH TONOS
0x038c,Ό,GREEK CAPITAL LETTER OMICRON WITH TONOS
0x038e,Ύ,GREEK CAPITAL LETTER UPSILON WITH TONOS
0x038f,Ώ,GREEK CAPITAL LETTER OMEGA WITH TONOS
0x0390,ΐ,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS
0x0391,Α,GREEK CAPITAL LETTER ALPHA
0x0392,Β,GREEK CAPITAL LETTER BETA
0x0393,Γ,GREEK CAPITAL LETTER GAMMA
0x0394,Δ,GREEK CAPITAL LETTER DELTA
0x0395,Ε,GREEK CAPITAL LETTER EPSILON
0x0396,Ζ,GREEK CAPITAL LETTER ZETA
0x0397,Η,GREEK CAPITAL LETTER ETA
0x0398,Θ,GREEK CAPITAL LETTER THETA
0x0399,Ι,GREEK CAPITAL LETTER IOTA
0x039a,Κ,GREEK CAPITAL LETTER KAPPA
0x039b,Λ,GREEK CAPITAL LETTER LAMDA
0x039c,Μ,GREEK CAPITAL LETTER MU
0x039d,Ν,GREEK CAPITAL LETTER NU
0x039e,Ξ,GREEK CAPITAL LETTER XI
0x039f,Ο,GREEK CAPITAL LETTER OMICRON
0x03a0,Π,GREEK CAPITAL LETTER PI
0x03a1,Ρ,GREEK CAPITAL LETTER RHO
0x03a3,Σ,GREEK CAPITAL LETTER SIGMA
0x03a4,Τ,GREEK CAPITAL LETTER TAU
0x03a5,Υ,GREEK CAPITAL LETTER UPSILON
0x03a6,Φ,GREEK CAPITAL LETTER PHI
0x03a7,Χ,GREEK CAPITAL LETTER CHI
0x03a8,Ψ,GREEK CAPITAL LETTER PSI
0x03a9,Ω,GREEK CAPITAL LETTER OMEGA
0x03aa,Ϊ,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA
0x03ab,Ϋ,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA
0x03ac,ά,GREEK SMALL LETTER ALPHA WITH TONOS
0x03ad,έ,GREEK SMALL LETTER EPSILON WITH TONOS
0x03ae,ή,GREEK SMALL LETTER ETA WITH TONOS
0x03af,ί,GREEK SMALL LETTER IOTA WITH TONOS
0x03b0,ΰ,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS
0x03b1,α,GREEK SMALL LETTER ALPHA
0x03b2,β,GREEK SMALL LETTER BETA
0x03b3,γ,GREEK SMALL LETTER GAMMA
0x03b4,δ,GREEK SMALL LETTER DELTA
0x03b5,ε,GREEK SMALL LETTER EPSILON
0x03b6,ζ,GREEK SMALL LETTER ZETA
0x03b7,η,GREEK SMALL LETTER ETA
0x03b8,θ,GREEK SMALL LETTER THETA
0x03b9,ι,GREEK SMALL LETTER IOTA
0x03ba,κ,GREEK SMALL LETTER KAPPA
0x03bb,λ,GREEK SMALL LETTER LAMDA
0x03bc,μ,GREEK SMALL LETTER MU
0x03bd,ν,GREEK SMALL LETTER NU
0x03be,ξ,GREEK SMALL LETTER XI
0x03bf,ο,GREEK SMALL LETTER OMICRON
0x03c0,π,GREEK SMALL LETTER PI
0x03c1,ρ,GREEK SMALL LETTER RHO
0x03c2,ς,GREEK SMALL LETTER FINAL SIGMA
0x03c3,σ,GREEK SMALL LETTER SIGMA
0x03c4,τ,GREEK SMALL LETTER TAU
0x03c5,υ,GREEK SMALL LETTER UPSILON
0x03c6,φ,GREEK SMALL LETTER PHI
0x03c7,χ,GREEK SMALL LETTER CHI
0x03c8,ψ,GREEK SMALL LETTER PSI
0x03c9,ω,GREEK SMALL LETTER OMEGA
0x03ca,ϊ,GREEK SMALL LETTER IOTA WITH DIALYTIKA
0x03cb,ϋ,GREEK SMALL LETTER UPSILON WITH DIALYTIKA
0x03cc,ό,GREEK SMALL LETTER OMICRON WITH TONOS
0x03cd,ύ,GREEK SMALL LETTER UPSILON WITH TONOS
0x03ce,ώ,GREEK SMALL LETTER OMEGA WITH TONOS
0x0400,Ѐ,CYRILLIC CAPITAL LETTER IE WITH GRAVE
0x0401,Ё,CYRILLIC CAPITAL LETTER IO
0x0402,Ђ,CYRILLIC CAPITAL LETTER DJE
0x0403,Ѓ,CYRILLIC CAPITAL LETTER GJE
0x0404,Є,CYRILLIC CAPITAL LETTER UKRAINIAN IE
0x0405,Ѕ,CYRILLIC CAPITAL LETTER DZE
0x0406,І,CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
0x0407,Ї,CYRILLIC CAPITAL LETTER YI
0x0408,Ј,CYRILLIC CAPITAL LETTER JE
0x0409,Љ,CYRILLIC CAPITAL LETTER LJE
0x040a,Њ,CYRILLIC CAPITAL LETTER NJE
0x040b,Ћ,CYRILLIC CAPITAL LETTER TSHE
0x040c,Ќ,CYRILLIC CAPITAL LETTER KJE
0x040d,Ѝ,CYRILLIC CAPITAL LETTER I WITH GRAVE
0x040e,Ў,CYRILLIC CAPITAL LETTER SHORT U
0x040f,Џ,CYRILLIC CAPITAL LETTER DZHE
0x0410,А,CYRILLIC CAPITAL LETTER A
0x0411,Б,CYRILLIC CAPITAL LETTER BE
0x0412,В,CYRILLIC CAPITAL LETTER VE
0x0413,Г,CYRILLIC CAPITAL LETTER GHE
0x0414,Д,CYRILLIC CAPITAL LETTER DE
0x0415,Е,CYRILLIC CAPITAL LETTER IE
0x0416,Ж,CYRILLIC CAPITAL LETTER ZHE
0x0417,З,CYRILLIC CAPITAL LETTER ZE
0x0418,И,CYRILLIC CAPITAL LETTER I
0x0419,Й,CYRILLIC CAPITAL LETTER SHORT I
0x041a,К,CYRILLIC CAPITAL LETTER KA
0x041b,Л,CYRILLIC CAPITAL LETTER EL
0x041c,М,CYRILLIC CAPITAL LETTER EM
0x041d,Н,CYRILLIC CAPITAL LETTER EN
0x041e,О,CYRILLIC CAPITAL LETTER O
0x041f,П,CYRILLIC CAPITAL LETTER PE
0x0420,Р,CYRILLIC CAPITAL LETTER ER
0x0421,С,CYRILLIC CAPITAL LETTER ES
0x0422,Т,CYRILLIC CAPITAL LETTER TE
0x0423,У,CYRILLIC CAPITAL LETTER U
0x0424,Ф,CYRILLIC CAPITAL LETTER EF
0x0425,Х,CYRILLIC CAPITAL LETTER HA
0x0426,Ц,CYRILLIC CAPITAL LETTER TSE
0x0427,Ч,CYRILLIC CAPITAL LETTER CHE
0x0428,Ш,CYRILLIC CAPITAL LETTER SHA
0x0429,Щ,CYRILLIC CAPITAL LETTER SHCHA
0x042a,Ъ,CYRILLIC CAPITAL LETTER HARD SIGN
0x042b,Ы,CYRILLIC CAPITAL LETTER YERU
0x042c,Ь,CYRILLIC CAPITAL LETTER SOFT SIGN
0x042d,Э,CYRILLIC CAPITAL LETTER E
0x042e,Ю,CYRILLIC CAPITAL LETTER YU
0x042f,Я,CYRILLIC CAPITAL LETTER YA
0x0430,а,CYRILLIC SMALL LETTER A
0x0431,б,CYRILLIC SMALL LETTER BE
0x0432,в,CYRILLIC SMALL LETTER VE
0x0433,г,CYRILLIC SMALL LETTER GHE
0x0434,д,CYRILLIC SMALL LETTER DE
0x0435,е,CYRILLIC SMALL LETTER IE
0x0436,ж,CYRILLIC SMALL LETTER ZHE
0x0437,з,CYRILLIC SMALL LETTER ZE
0x0438,и,CYRILLIC SMALL LETTER I
0x0439,й,CYRILLIC SMALL LETTER SHORT I
0x043a,к,CYRILLIC SMALL LETTER KA
0x043b,л,CYRILLIC SMALL LETTER EL
0x043c,м,CYRILLIC SMALL LETTER EM
0x043d,н,CYRILLIC SMALL LETTER EN
0x043e,о,CYRILLIC SMALL LETTER O
0x043f,п,CYRILLIC SMALL LETTER PE
0x0440,р,CYRILLIC SMALL LETTER ER
0x0441,с,CYRILLIC SMALL LETTER ES
0x0442,т,CYRILLIC SMALL LETTER TE
0x0443,у,CYRILLIC SMALL LETTER U
0x0444,ф,CYRILLIC SMALL LETTER EF
0x0445,х,CYRILLIC SMALL LETTER HA
0x0446,ц,CYRILLIC SMALL LETTER TSE
0x0447,ч,CYRILLIC SMALL LETTER CHE
0x0448,ш,CYRILLIC SMALL LETTER SHA
0x0449,щ,CYRILLIC SMALL LETTER SHCHA
0x044a,ъ,CYRILLIC SMALL LETTER HARD SIGN
0x044b,ы,CYRILLIC SMALL LETTER YERU
0x044c,ь,CYRILLIC SMALL LETTER SOFT SIGN
0x044d,э,CYRILLIC SMALL LETTER E
0x044e,ю,CYRILLIC SMALL LETTER YU
0x044f,я,CYRILLIC SMALL LETTER YA
0x0450,ѐ,CYRILLIC SMALL LETTER IE WITH GRAVE
0x0451,ё,CYRILLIC SMALL LETTER IO
0x0452,ђ,CYRILLIC SMALL LETTER DJE
0x0453,ѓ,CYRILLIC SMALL LETTER GJE
0x0454,є,CYRILLIC SMALL LETTER UKRAINIAN IE
0x0455,ѕ,CYRILLIC SMALL LETTER DZE
0x0456,і,CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
0x0457,ї,CYRILLIC SMALL LETTER YI
0x0458,ј,CYRILLIC SMALL LETTER JE
0x0459,љ,CYRILLIC SMALL LETTER LJE
0x045a,њ,CYRILLIC SMALL LETTER NJE
0x045b,ћ,CYRILLIC SMALL LETTER TSHE
0x045c,ќ,CYRILLIC SMALL LETTER KJE
0x045d,ѝ,CYRILLIC SMALL LETTER I WITH GRAVE
0x045e,ў,CYRILLIC SMALL LETTER SHORT U
0x045f,џ,CYRILLIC SMALL LETTER DZHE
0x0490,Ґ,CYRILLIC CAPITAL LETTER GHE WITH UPTURN
0x0491,ґ,CYRILLIC SMALL LETTER GHE WITH UPTURN
0x0492,Ғ,CYRILLIC CAPITAL LETTER GHE WITH STROKE
0x0493,ғ,CYRILLIC SMALL LETTER GHE WITH STROKE
0x0496,Җ,CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER
0x0497,җ,CYRILLIC SMALL LETTER ZHE WITH DESCENDER
0x049a,Қ,CYRILLIC CAPITAL LETTER KA WITH DESCENDER
0x049b,қ,CYRILLIC SMALL LETTER KA WITH DESCENDER
0x04a2,Ң,CYRILLIC CAPITAL LETTER EN WITH DESCENDER
0x04a3,ң,CYRILLIC SMALL LETTER EN WITH DESCENDER
0x04ae,Ү,CYRILLIC CAPITAL LETTER STRAIGHT U
0x04af,ү,CYRILLIC SMALL LETTER STRAIGHT U
0x04b0,Ұ,CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE
0x04b1,ұ,CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE
0x04b2,Ҳ,CYRILLIC CAPITAL LETTER HA WITH DESCENDER
0x04b3,ҳ,CYRILLIC SMALL LETTER HA WITH DESCENDER
0x04b6,Ҷ,CYRILLIC CAPITAL LETTER CHE WITH DESCENDER
0x04b7,ҷ,CYRILLIC SMALL LETTER CHE WITH DESCENDER
0x04ba,Һ,CYRILLIC CAPITAL LETTER SHHA
0x04bb,һ,CYRILLIC SMALL LETTER SHHA
0x04c0,Ӏ,CYRILLIC LETTER PALOCHKA
0x04cf,ӏ,CYRILLIC SMALL LETTER PALOCHKA
0x04d4,Ӕ,CYRILLIC CAPITAL LIGATURE A IE
0x04d5,ӕ,CYRILLIC SMALL LIGATURE A IE
0x04d8,Ә,CYRILLIC CAPITAL LETTER SCHWA
0x04d9,ә,CYRILLIC SMALL LETTER SCHWA
0x04e2,Ӣ,CYRILLIC CAPITAL LETTER I WITH MACRON
0x04e3,ӣ,CYRILLIC SMALL LETTER I WITH MACRON
0x04e8,Ө,CYRILLIC CAPITAL LETTER BARRED O
0x04e9,ө,CYRILLIC SMALL LETTER BARRED O
0x04ee,Ӯ,CYRILLIC CAPITAL LETTER U WITH MACRON
0x04ef,ӯ,CYRILLIC SMALL LETTER U WITH MACRON
0x0531,Ա,ARMENIAN CAPITAL LETTER AYB
0x0532,Բ,ARMENIAN CAPITAL LETTER BEN
0x0533,Գ,ARMENIAN CAPITAL LETTER GIM
0x0534,Դ,ARMENIAN CAPITAL LETTER DA
0x0535,Ե,ARMENIAN CAPITAL LETTER ECH
0x0536,Զ,ARMENIAN CAPITAL LETTER ZA
0x0537,Է,ARMENIAN CAPITAL LETTER EH
0x0538,Ը,ARMENIAN CAPITAL LETTER ET
0x0539,Թ,ARMENIAN CAPITAL LETTER TO
0x053a,Ժ,ARMENIAN CAPITAL LETTER ZHE
0x053b,Ի,ARMENIAN CAPITAL LETTER INI
0x053c,Լ,ARMENIAN CAPITAL LETTER LIWN
0x053d,Խ,ARMENIAN CAPITAL LETTER XEH
0x053e,Ծ,ARMENIAN CAPITAL LETTER CA
0x053f,Կ,ARMENIAN CAPITAL LETTER KEN
0x0540,Հ,ARMENIAN CAPITAL LETTER HO
0x0541,Ձ,ARMENIAN CAPITAL LETTER JA
0x0542,Ղ,ARMENIAN CAPITAL LETTER GHAD
0x0543,Ճ,ARMENIAN CAPITAL LETTER CHEH
0x0544,Մ,ARMENIAN CAPITAL LETTER MEN
0x0545,Յ,ARMENIAN CAPITAL LETTER YI
0x0546,Ն,ARMENIAN CAPITAL LETTER NOW
0x0547,Շ,ARMENIAN CAPITAL LETTER SHA
0x0548,Ո,ARMENIAN CAPITAL LETTER VO
0x0549,Չ,ARMENIAN CAPITAL LETTER CHA
0x054a,Պ,ARMENIAN CAPITAL LETTER PEH
0x054b,Ջ,ARMENIAN CAPITAL LETTER JHEH
0x054c,Ռ,ARMENIAN CAPITAL LETTER RA
0x054d,Ս,ARMENIAN CAPITAL LETTER SEH
0x054e,Վ,ARMENIAN CAPITAL LETTER VEW
0x054f,Տ,ARMENIAN CAPITAL LETTER TIWN
0x0550,Ր,ARMENIAN CAPITAL LETTER REH
0x0551,Ց,ARMENIAN CAPITAL LETTER CO
0x0552,Ւ,ARMENIAN CAPITAL LETTER YIWN
0x0553,Փ,ARMENIAN CAPITAL LETTER PIWR
0x0554,Ք,ARMENIAN CAPITAL LETTER KEH
0x0555,Օ,ARMENIAN CAPITAL LETTER OH
0x0556,Ֆ,ARMENIAN CAPITAL LETTER FEH
0x0559,ՙ,ARMENIAN MODIFIER LETTER LEFT HALF RING
0x055a,՚,ARMENIAN APOSTROPHE
0x055b,՛,ARMENIAN EMPHASIS MARK
0x055c,՜,ARMENIAN EXCLAMATION MARK
0x055d,՝,ARMENIAN COMMA
0x055e,՞,ARMENIAN QUESTION MARK
0x055f,՟,ARMENIAN ABBREVIATION MARK
0x0561,ա,ARMENIAN SMALL LETTER AYB
0x0562,բ,ARMENIAN SMALL LETTER BEN
0x0563,գ,ARMENIAN SMALL LETTER GIM
0x0564,դ,ARMENIAN SMALL LETTER DA
0x0565,ե,ARMENIAN SMALL LETTER ECH
0x0566,զ,ARMENIAN SMALL LETTER ZA
0x0567,է,ARMENIAN SMALL LETTER EH
0x0568,ը,ARMENIAN SMALL LETTER ET
0x0569,թ,ARMENIAN SMALL LETTER TO
0x056a,ժ,ARMENIAN SMALL LETTER ZHE
0x056b,ի,ARMENIAN SMALL LETTER INI
0x056c,լ,ARMENIAN SMALL LETTER LIWN
0x056d,խ,ARMENIAN SMALL LETTER XEH
0x056e,ծ,ARMENIAN SMALL LETTER CA
0x056f,կ,ARMENIAN SMALL LETTER KEN
0x0570,հ,ARMENIAN SMALL LETTER HO
0x0571,ձ,ARMENIAN SMALL LETTER JA
0x0572,ղ,ARMENIAN SMALL LETTER GHAD
0x0573,ճ,ARMENIAN SMALL LETTER CHEH
0x0574,մ,ARMENIAN SMALL LETTER MEN
0x0575,յ,ARMENIAN SMALL LETTER YI
0x0576,ն,ARMENIAN SMALL LETTER NOW
0x0577,շ,ARMENIAN SMALL LETTER SHA
0x0578,ո,ARMENIAN SMALL LETTER VO
0x0579,չ,ARMENIAN SMALL LETTER CHA
0x057a,պ,ARMENIAN SMALL LETTER PEH
0x057b,ջ,ARMENIAN SMALL LETTER JHEH
0x057c,ռ,ARMENIAN SMALL LETTER RA
0x057d,ս,ARMENIAN SMALL LETTER SEH
0x057e,վ,ARMENIAN SMALL LETTER VEW
0x057f,տ,ARMENIAN SMALL LETTER TIWN
0x0580,ր,ARMENIAN SMALL LETTER REH
0x0581,ց,ARMENIAN SMALL LETTER CO
0x0582,ւ,ARMENIAN SMALL LETTER YIWN
0x0583,փ,ARMENIAN SMALL LETTER PIWR
0x0584,ք,ARMENIAN SMALL LETTER KEH
0x0585,օ,ARMENIAN SMALL LETTER OH
0x0586,ֆ,ARMENIAN SMALL LETTER FEH
0x0587,և,ARMENIAN SMALL LIGATURE ECH YIWN
0x0589,։,ARMENIAN FULL STOP
0x058a,֊,ARMENIAN HYPHEN
0x058f,֏,ARMENIAN DRAM SIGN
0x05b0,ְ,HEBREW POINT SHEVA
0x05b1,ֱ,HEBREW POINT HATAF SEGOL
0x05b2,ֲ,HEBREW POINT HATAF PATAH
0x05b3,ֳ,HEBREW POINT HATAF QAMATS
0x05b4,ִ,HEBREW POINT HIRIQ
0x05b5,ֵ,HEBREW POINT TSERE
0x05b6,ֶ,HEBREW POINT SEGOL
0x05b7,ַ,HEBREW POINT PATAH
0x05b8,ָ,HEBREW POINT QAMATS
0x05b9,ֹ,HEBREW POINT HOLAM
0x05bb,ֻ,HEBREW POINT QUBUTS
0x05bc,ּ,HEBREW POINT DAGESH OR MAPIQ
0x05bd,ֽ,HEBREW POINT METEG
0x05be,־,HEBREW PUNCTUATION MAQAF
0x05bf,ֿ,HEBREW POINT RAFE
0x05c1,ׁ,HEBREW POINT SHIN DOT
0x05c2,ׂ,HEBREW POINT SIN DOT
0x05c3,׃,HEBREW PUNCTUATION SOF PASUQ
0x05d0,א,HEBREW LETTER ALEF
0x05d1,ב,HEBREW LETTER BET
0x05d2,ג,HEBREW LETTER GIMEL
0x05d3,ד,HEBREW LETTER DALET
0x05d4,ה,HEBREW LETTER HE
0x05d5,ו,HEBREW LETTER VAV
0x05d6,ז,HEBREW LETTER ZAYIN
0x05d7,ח,HEBREW LETTER HET
0x05d8,ט,HEBREW LETTER TET
0x05d9,י,HEBREW LETTER YOD
0x05da,ך,HEBREW LETTER FINAL KAF
0x05db,כ,HEBREW LETTER KAF
0x05dc,ל,HEBREW LETTER LAMED
0x05dd,ם,HEBREW LETTER FINAL MEM
0x05de,מ,HEBREW LETTER MEM
0x05df,ן,HEBREW LETTER FINAL NUN
0x05e0,נ,HEBREW LETTER NUN
0x05e1,ס,HEBREW LETTER SAMEKH
0x05e2,ע,HEBREW LETTER AYIN
0x05e3,ף,HEBREW LETTER FINAL PE
0x05e4,פ,HEBREW LETTER PE
0x05e5,ץ,HEBREW LETTER FINAL TSADI
0x05e6,צ,HEBREW LETTER TSADI
0x05e7,ק,HEBREW LETTER QOF
0x05e8,ר,HEBREW LETTER RESH
0x05e9,ש,HEBREW LETTER SHIN
0x05ea,ת,HEBREW LETTER TAV
0x05f0,װ,HEBREW LIGATURE YIDDISH DOUBLE VAV
0x05f1,ױ,HEBREW LIGATURE YIDDISH VAV YOD
0x05f2,ײ,HEBREW LIGATURE YIDDISH DOUBLE YOD
0x05f3,׳,HEBREW PUNCTUATION GERESH
0x05f4,״,HEBREW PUNCTUATION GERSHAYIM
0x060b,؋,AFGHANI SIGN
0x060c,،,ARABIC COMMA
0x061b,؛,ARABIC SEMICOLON
0x061f,؟,ARABIC QUESTION MARK
0x0621,ء,ARABIC LETTER HAMZA
0x0622,آ,ARABIC LETTER ALEF WITH MADDA ABOVE
0x0623,أ,ARABIC LETTER ALEF WITH HAMZA ABOVE
0x0624,ؤ,ARABIC LETTER WAW WITH HAMZA ABOVE
0x0625,إ,ARABIC LETTER ALEF WITH HAMZA BELOW
0x0626,ئ,ARABIC LETTER YEH WITH HAMZA ABOVE
0x0627,ا,ARABIC LETTER ALEF
0x0628,ب,ARABIC LETTER BEH
0x0629,ة,ARABIC LETTER TEH MARBUTA
0x062a,ت,ARABIC LETTER TEH
0x062b,ث,ARABIC LETTER THEH
0x062c,ج,ARABIC LETTER JEEM
0x062d,ح,ARABIC LETTER HAH
0x062e,خ,ARABIC LETTER KHAH
0x062f,د,ARABIC LETTER DAL
0x0630,ذ,ARABIC LETTER THAL
0x0631,ر,ARABIC LETTER REH
0x0632,ز,ARABIC LETTER ZAIN
0x0633,س,ARABIC LETTER SEEN
0x0634,ش,ARABIC LETTER SHEEN
0x0635,ص,ARABIC LETTER SAD
0x0636,ض,ARABIC LETTER DAD
0x0637,ط,ARABIC LETTER TAH
0x0638,ظ,ARABIC LETTER ZAH
0x0639,ع,ARABIC LETTER AIN
0x063a,غ,ARABIC LETTER GHAIN
0x0640,ـ,ARABIC TATWEEL
0x0641,ف,ARABIC LETTER FEH
0x0642,ق,ARABIC LETTER QAF
0x0643,ك,ARABIC LETTER KAF
0x0644,ل,ARABIC LETTER LAM
0x0645,م,ARABIC LETTER MEEM
0x0646,ن,ARABIC LETTER NOON
0x0647,ه,ARABIC LETTER HEH
0x0648,و,ARABIC LETTER WAW
0x0649,ى,ARABIC LETTER ALEF MAKSURA
0x064a,ي,ARABIC LETTER YEH
0x064b,ً,ARABIC FATHATAN
0x064c,ٌ,ARABIC DAMMATAN
0x064d,ٍ,ARABIC KASRATAN
0x064e,َ,ARABIC FATHA
0x064f,ُ,ARABIC DAMMA
0x0650,ِ,ARABIC KASRA
0x0651,ّ,ARABIC SHADDA
0x0652,ْ,ARABIC SUKUN
0x0654,ٔ,ARABIC HAMZA ABOVE
0x0659,ٙ,ARABIC ZWARAKAY
0x0660,٠,ARABIC-INDIC DIGIT ZERO
0x0661,١,ARABIC-INDIC DIGIT ONE
0x0662,٢,ARABIC-INDIC DIGIT TWO
0x0663,٣,ARABIC-INDIC DIGIT THREE
0x0664,٤,ARABIC-INDIC DIGIT FOUR
0x0665,٥,ARABIC-INDIC DIGIT FIVE
0x0666,٦,ARABIC-INDIC DIGIT SIX
0x0667,٧,ARABIC-INDIC DIGIT SEVEN
0x0668,٨,ARABIC-INDIC DIGIT EIGHT
0x0669,٩,ARABIC-INDIC DIGIT NINE
0x066a,٪,ARABIC PERCENT SIGN
0x066b,٫,ARABIC DECIMAL SEPARATOR
0x066c,٬,ARABIC THOUSANDS SEPARATOR
0x066d,٭,ARABIC FIVE POINTED STAR
0x0670,ٰ,ARABIC LETTER SUPERSCRIPT ALEF
0x0679,ٹ,ARABIC LETTER TTEH
0x067c,ټ,ARABIC LETTER TEH WITH RING
0x067e,پ,ARABIC LETTER PEH
0x0681,ځ,ARABIC LETTER HAH WITH HAMZA ABOVE
0x0685,څ,ARABIC LETTER HAH WITH THREE DOTS ABOVE
0x0686,چ,ARABIC LETTER TCHEH
0x0688,ڈ,ARABIC LETTER DDAL
0x0689,ډ,ARABIC LETTER DAL WITH RING
0x0691,ڑ,ARABIC LETTER RREH
0x0692,ڒ,ARABIC LETTER REH WITH SMALL V
0x0693,ړ,ARABIC LETTER REH WITH RING
0x0694,ڔ,ARABIC LETTER REH WITH DOT BELOW
0x0695,ڕ,ARABIC LETTER REH WITH SMALL V BELOW
0x0696,ږ,ARABIC LETTER REH WITH DOT BELOW AND DOT ABOVE
0x0698,ژ,ARABIC LETTER JEH
0x069a,ښ,ARABIC LETTER SEEN WITH DOT BELOW AND DOT ABOVE
0x06a0,ڠ,ARABIC LETTER AIN WITH THREE DOTS ABOVE
0x06a4,ڤ,ARABIC LETTER VEH
0x06a9,ک,ARABIC LETTER KEHEH
0x06ab,ګ,ARABIC LETTER KAF WITH RING
0x06ad,ڭ,ARABIC LETTER NG
0x06af,گ,ARABIC LETTER GAF
0x06b5,ڵ,ARABIC LETTER LAM WITH SMALL V
0x06b6,ڶ,ARABIC LETTER LAM WITH DOT ABOVE
0x06ba,ں,ARABIC LETTER NOON GHUNNA
0x06bc,ڼ,ARABIC LETTER NOON WITH RING
0x06bd,ڽ,ARABIC LETTER NOON WITH THREE DOTS ABOVE
0x06be,ھ,ARABIC LETTER HEH DOACHASHMEE
0x06c0,ۀ,ARABIC LETTER HEH WITH YEH ABOVE
0x06c1,ہ,ARABIC LETTER HEH GOAL
0x06c2,ۂ,ARABIC LETTER HEH GOAL WITH HAMZA ABOVE
0x06c3,ۃ,ARABIC LETTER TEH MARBUTA GOAL
0x06c6,ۆ,ARABIC LETTER OE
0x06c7,ۇ,ARABIC LETTER U
0x06c8,ۈ,ARABIC LETTER YU
0x06c9,ۉ,ARABIC LETTER KIRGHIZ YU
0x06cb,ۋ,ARABIC LETTER VE
0x06cc,ی,ARABIC LETTER FARSI YEH
0x06cd,ۍ,ARABIC LETTER YEH WITH TAIL
0x06ce,ێ,ARABIC LETTER YEH WITH SMALL V
0x06cf,ۏ,ARABIC LETTER WAW WITH DOT ABOVE
0x06d0,ې,ARABIC LETTER E
0x06d1,ۑ,ARABIC LETTER YEH WITH THREE DOTS BELOW
